City,County,Location.State,Location.Country,Data.Shape,Data.Encounter.duration,Data.Description.excerpt,Location.Coordinates.Latitude,Location.Coordinates.Longitude,Dates.Sighted.Year,Dates.Sighted.Month,Date.Sighted.Day,Dates.Sighted.Hour,Dates.Sighted.Minute,Dates.Documented.Year,Dates.Documented.Month,Dates.Documented.Day,lat,lon,sighted_date,year,Avg_Precip_Month_County,Avg_Temp_Month_County,sighting_type,population,data_source
LA MESA,SAN DIEGO,CA,US,sphere,600,Unidentified rapidly ascending sphere.,32.7677778,-117.0222222,2013,12,2,19,0,2013,12,23,32.7677778,-117.0222222,2013-12-02,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,fireball,300,Morphing fireball craft&#44 Pico/Robertson area LA.,34.0522222,-118.2427778,2013,12,2,20,0,2014,1,10,34.0522222,-118.2427778,2013-12-02,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
OAKLEY,CONTRA COSTA,CA,US,chevron,10,Stepped out on my balcony &amp; looked up to see a silver head of a shovel shaped/ufo object with a blue horse shoe shaped fluorescent tube,37.9975,-121.7113889,2013,12,2,5,30,2013,12,12,37.9975,-121.7113889,2013-12-02,2013,5.27,60.7,UFO,1165927,2020 Decennial Census
THOUSAND OAKS,VENTURA,CA,US,changing,20,Bluish light that turned into four over Thousand Oaks&#44 CA.,34.1705556,-118.8366667,2013,12,2,19,22,2013,12,12,34.1705556,-118.8366667,2013-12-02,2013,4.93,59.4,UFO,843843,2020 Decennial Census
SIMI VALLEY,VENTURA,CA,US,sphere,300,Flock of geese disappears after being approached by a small white sphere.,34.2694444,-118.7805556,2013,12,5,8,0,2013,12,5,34.2694444,-118.7805556,2013-12-05,2013,4.93,59.4,UFO,843843,2020 Decennial Census
LA JOLLA,SAN DIEGO,CA,US,other,1200,Many scattered yellow lights in sky above ocean&#44 San Diego.,32.8472222,-117.2733333,2013,12,6,21,0,2013,12,12,32.8472222,-117.2733333,2013-12-06,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
SOLANA BEACH,SAN DIEGO,CA,US,light,300,Driving south on I/5 in slow traffic. To the East were three orange glowing lights forming a triangle together hovering silently over t,32.9911111,-117.2702778,2013,12,6,18,15,2013,12,12,32.9911111,-117.2702778,2013-12-06,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
GARDEN GROVE,ORANGE,CA,US,light,600,I was driving east on Highway 22 at Beach Blvd. It was hovering over the Brookhurst area  it all of a sudden flew over highway 22 in an,33.7738889,-117.9405556,2013,12,7,20,45,2013,12,12,33.7738889,-117.9405556,2013-12-07,2013,4.21,64.3,UFO,3186989,2020 Decennial Census
LAGUNA BEACH,ORANGE,CA,US,circle,3,At 2:22 I was  looking up at sky light&#44 a big bright ball of light with entrails heading Northwest flew past at very fast speed&#44 it was,33.5422222,-117.7822222,2013,12,7,2,22,2013,12,12,33.5422222,-117.7822222,2013-12-07,2013,4.21,64.3,UFO,3186989,2020 Decennial Census
NAPA,NAPA,CA,US,light,300,4-5 lights flying slowly in a straight line.,38.2972222,-122.2844444,2013,12,7,22,0,2013,12,12,38.2972222,-122.2844444,2013-12-07,2013,6.72,60.1,UFO,138019,2020 Decennial Census
OROVILLE,BUTTE,CA,US,formation,300,4 large wing span aircraft flying slowly in straight line eqidistance apart with flashing red and white lights.,39.5138889,-121.5552778,2013,12,7,19,0,2013,12,12,39.5138889,-121.5552778,2013-12-07,2013,12.19,60.4,UFO,211632,2020 Decennial Census
VACAVILLE,SOLANO,CA,US,sphere,1360,Four military planes monitoring three UFO&#39s hovering diagonally in stationary position.,38.3566667,-121.9866667,2013,12,7,18,30,2013,12,12,38.3566667,-121.9866667,2013-12-07,2013,5.1,61.5,UFO,453491,2020 Decennial Census
YUBA CITY,SUTTER,CA,US,circle,300,West of Yuba City multiple witnesses scene 4 orange circular objects hovering in the sky for approximately 5 min..,39.1405556,-121.6158333,2013,12,7,21,24,2013,12,12,39.1405556,-121.6158333,2013-12-07,2013,6.57,63.5,UFO,99633,2020 Decennial Census
FREMONT,ALAMEDA,CA,US,light,2700,A low hovering star bright light that descends quickly but lingers in the sky.,37.5483333,-121.9875,2013,12,9,19,0,2013,12,12,37.5483333,-121.9875,2013-12-09,2013,5.08,59.5,UFO,1682353,2020 Decennial Census
REDONDO BEACH,LOS ANGELES,CA,US,changing,180,Four yellowish lights moving slowly in different shapes.,33.8491667,-118.3875,2013,12,9,21,0,2013,12,12,33.8491667,-118.3875,2013-12-09,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
BREA,ORANGE,CA,US,other,180,A small&#44 very bright object was seen racing across the sky at extreme altitude and speed.,33.9166667,-117.8991667,2013,12,11,16,45,2013,12,23,33.9166667,-117.8991667,2013-12-11,2013,4.21,64.3,UFO,3186989,2020 Decennial Census
COVINA,LOS ANGELES,CA,US,oval,90,THIS WAS SO CRAZY I FELT AS IF WE WHERE ABOUT TO BE ATTACKED IF NOT BEING STUDY FOR THE PERFECT ATTACK.,34.09,-117.8894444,2013,12,11,20,29,2013,12,12,34.09,-117.8894444,2013-12-11,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
CANYON LAKE,RIVERSIDE,CA,US,circle,5,A large orange light. Bigger than a star&#44 smaller than the moon at about a 30degree arc from the ground. It moved straight down for 5,33.685,-117.2722222,2013,12,12,20,0,2013,12,23,33.685,-117.2722222,2013-12-12,2013,4.87,68.9,UFO,2418185,2020 Decennial Census
GARDEN GROVE,ORANGE,CA,US,light,3600,White light hovering over Garden Grove,33.7738889,-117.9405556,2013,12,12,19,30,2013,12,23,33.7738889,-117.9405556,2013-12-12,2013,4.21,64.3,UFO,3186989,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,formation,10,Bright triangle formation fading away slowly in day light.,37.3394444,-121.8938889,2013,12,12,15,45,2014,1,30,37.3394444,-121.8938889,2013-12-12,2013,5.12,58.9,UFO,1936259,2020 Decennial Census
DALY CITY,SAN MATEO,CA,US,light,180,I was driving and saw this strange object in the dark sky moving very fast&#44 making complete stops&#44 changing directions in sharp angles.,37.7058333,-122.4608333,2013,12,13,17,50,2013,12,23,37.7058333,-122.4608333,2013-12-13,2013,6.19,57.2,UFO,764442,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,diamond,600,Two virtually motionless synchronized lights about 600 feet up 100 Yds apart W. faceted vibrating and pulsating lights. of all colors.,37.775,-122.4183333,2013,12,13,19,45,2013,12,23,37.775,-122.4183333,2013-12-13,2013,6.21,57.1,UFO,873965,2020 Decennial Census
ONTARIO,SAN BERNARDINO,CA,US,fireball,3,Green light falling from sky.  ((NUFORC Note:  Possible meteor from Geminid Meteor shower??  PD)),34.0633333,-117.65,2013,12,14,5,0,2013,12,23,34.0633333,-117.65,2013-12-14,2013,4.37,67,UFO,2181654,2020 Decennial Census
ESCONDIDO,SAN DIEGO,CA,US,sphere,180,Orange orb clearing sky multiplies into three&#44 one goes back in the direction it came and the other two kept going.,33.1191667,-117.0855556,2013,12,15,19,17,2013,12,23,33.1191667,-117.0855556,2013-12-15,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
OJAI,VENTURA,CA,US,cylinder,60,Silver/white cylinder object hovers then vanishes,34.448055600000004,-119.2419444,2013,12,15,16,30,2013,12,23,34.448055600000004,-119.2419444,2013-12-15,2013,4.93,59.4,UFO,843843,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,changing,300,Glowing red light crosses night sky&#44 stops&#44 and then disappears into the moon.,38.5816667,-121.4933333,2013,12,15,22,30,2013,12,23,38.5816667,-121.4933333,2013-12-15,2013,6.41,62.7,UFO,1585055,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,unknown,300,Observed 3 orange pulsating objects flying in strait formation then dropping suddenly then fading out of view.,38.5816667,-121.4933333,2013,12,15,18,30,2013,12,23,38.5816667,-121.4933333,2013-12-15,2013,6.41,62.7,UFO,1585055,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,light,45,2 orange lights moving slowly/oddly fading out one at a time.,37.3394444,-121.8938889,2013,12,17,20,0,2013,12,23,37.3394444,-121.8938889,2013-12-17,2013,5.12,58.9,UFO,1936259,2020 Decennial Census
SAN JUAN CAPISTRANO,ORANGE,CA,US,sphere,300,A jet black circle hovering over the hill moved up and down&#44 disappeared behind the hill&#44 and shot into the sky.,33.5016667,-117.6616667,2013,12,17,7,30,2013,12,23,33.5016667,-117.6616667,2013-12-17,2013,4.21,64.3,UFO,3186989,2020 Decennial Census
LANCASTER,LOS ANGELES,CA,US,cylinder,60,Hwy 14. Submarine shaped black&#44 no visible windows&#44 reflective bottom&#44 top 3/4 green fog like coloring. Made no sound&#44 did not move.  W,34.698055600000004,-118.1358333,2013,12,18,18,15,2013,12,23,34.698055600000004,-118.1358333,2013-12-18,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
SAN JACINTO,RIVERSIDE,CA,US,formation,240,Orange lights.,33.7838889,-116.9577778,2013,12,18,18,0,2013,12,23,33.7838889,-116.9577778,2013-12-18,2013,4.87,68.9,UFO,2418185,2020 Decennial Census
SANTA ROSA,SONOMA,CA,US,light,30,UFO sighting in Santa Rosa&#44 California.,38.4405556,-122.7133333,2013,12,18,23,40,2013,12,23,38.4405556,-122.7133333,2013-12-18,2013,10.12,57.5,UFO,488863,2020 Decennial Census
SAN ANSELMO,MARIN,CA,US,circle,180,Bright orange light moving away&#44 then returned and disappeared.,37.9747222,-122.5605556,2013,12,19,19,30,2013,12,23,37.9747222,-122.5605556,2013-12-19,2013,8.4,56.3,UFO,262321,2020 Decennial Census
SANTA PAULA,VENTURA,CA,US,light,1800,Silent orange lights in the sky.,34.3541667,-119.0583333,2013,12,19,20,0,2013,12,23,34.3541667,-119.0583333,2013-12-19,2013,4.93,59.4,UFO,843843,2020 Decennial Census
STOCKTON,SAN JOAQUIN,CA,US,light,35,Observed a bright brilliant red light sitting low and still in the night sky. The community that it was hovering over was Weston Ranch.,37.9577778,-121.2897222,2013,12,19,18,30,2013,12,23,37.9577778,-121.2897222,2013-12-19,2013,5.06,62.2,UFO,779233,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,light,300,Orange Lights seen near the 5 fwy in Burbank&#44 CA.,34.1808333,-118.3080556,2013,12,21,19,0,2013,12,23,34.1808333,-118.3080556,2013-12-21,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
RICHMOND,CONTRA COSTA,CA,US,triangle,30,White dots forming triangle with one trailing dot. Silent propulsion.,37.9358333,-122.3466667,2013,12,21,20,0,2014,1,16,37.9358333,-122.3466667,2013-12-21,2013,5.27,60.7,UFO,1165927,2020 Decennial Census
OAKLAND,ALAMEDA,CA,US,triangle,120,Triangular black object with red lights seen over Alameda,37.8044444,-122.2697222,2013,12,22,1,0,2013,12,23,37.8044444,-122.2697222,2013-12-22,2013,5.08,59.5,UFO,1682353,2020 Decennial Census
SAN RAFAEL,MARIN,CA,US,light,600,Not sure what this group of lights were?,37.9736111,-122.53,2013,12,22,0,30,2013,12,23,37.9736111,-122.53,2013-12-22,2013,8.4,56.3,UFO,262321,2020 Decennial Census
ORANGE,ORANGE,CA,US,circle,30,Orange light pulses then disappears.,33.7877778,-117.8522222,2013,12,23,19,30,2014,1,10,33.7877778,-117.8522222,2013-12-23,2013,4.21,64.3,UFO,3186989,2020 Decennial Census
GARDEN GROVE,ORANGE,CA,US,teardrop,300,Two white teardrop lights drop or were propelled from an orangish red sphere southwest of Garden Grove&#44 California.,33.7738889,-117.9405556,2013,12,24,22,15,2014,1,10,33.7738889,-117.9405556,2013-12-24,2013,4.21,64.3,UFO,3186989,2020 Decennial Census
OCEANSIDE,SAN DIEGO,CA,US,fireball,600,Four fireballs changing directions.,33.1958333,-117.3786111,2013,12,24,10,50,2014,1,10,33.1958333,-117.3786111,2013-12-24,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,circle,1200,Slow low movng then rise&#44 hover. south west sky over ocean.,32.7152778,-117.1563889,2013,12,24,23,40,2014,1,10,32.7152778,-117.1563889,2013-12-24,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
SARATOGA,SANTA CLARA,CA,US,sphere,180,Orange ball of light.,37.2638889,-122.0219444,2013,12,24,18,0,2014,1,10,37.2638889,-122.0219444,2013-12-24,2013,5.12,58.9,UFO,1936259,2020 Decennial Census
WATSONVILLE,SANTA CRUZ,CA,US,chevron,300,6 orange circles holding formation in sky.,36.9102778,-121.7558333,2013,12,24,0,15,2014,1,10,36.9102778,-121.7558333,2013-12-24,2013,6.07,58,UFO,270861,2020 Decennial Census
CALABASAS,LOS ANGELES,CA,US,circle,900,The brightest light I&#39ve ever seen sat in the north western sky and appeared to set as the sun would. I have no idea what that was but,34.1577778,-118.6375,2013,12,25,17,42,2014,1,10,34.1577778,-118.6375,2013-12-25,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
HAYWARD,ALAMEDA,CA,US,light,120,High flying craft&#44 multicolor with immediate impossible direction change.,37.6688889,-122.0797222,2013,12,25,19,8,2014,1,10,37.6688889,-122.0797222,2013-12-25,2013,5.08,59.5,UFO,1682353,2020 Decennial Census
HUNTINGTON BEACH,ORANGE,CA,US,light,600,Five strange red lights moved silently over Orange County on 12/25/13 at around 8:40 p.m..,33.6602778,-117.9983333,2013,12,25,20,40,2014,1,10,33.6602778,-117.9983333,2013-12-25,2013,4.21,64.3,UFO,3186989,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,unknown,600,Irregular flashing light near the star Betelgeuse in Orion&#44 slowly moving in various directions.,34.0522222,-118.2427778,2013,12,25,0,30,2014,1,10,34.0522222,-118.2427778,2013-12-25,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,fireball,120,Red/Orange Fireballs in the Sky.,38.5816667,-121.4933333,2013,12,25,20,30,2014,1,10,38.5816667,-121.4933333,2013-12-25,2013,6.41,62.7,UFO,1585055,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,triangle,120,3 red lights over Sacramento.,38.5816667,-121.4933333,2013,12,25,23,30,2014,1,10,38.5816667,-121.4933333,2013-12-25,2013,6.41,62.7,UFO,1585055,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,light,300,White point of light.,37.3394444,-121.8938889,2013,12,25,16,30,2014,1,10,37.3394444,-121.8938889,2013-12-25,2013,5.12,58.9,UFO,1936259,2020 Decennial Census
YOUNTVILLE,NAPA,CA,US,triangle,120,Long bright red triangle.,38.4016667,-122.3597222,2013,12,25,19,45,2014,1,10,38.4016667,-122.3597222,2013-12-25,2013,6.72,60.1,UFO,138019,2020 Decennial Census
COMPTON,LOS ANGELES,CA,US,fireball,90,1 Bright Orange Fireball Looking Sphere In The Night Sky.,33.8958333,-118.2191667,2013,12,26,23,30,2014,1,10,33.8958333,-118.2191667,2013-12-26,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,cigar,1,Green short line falling down really fast in night sky.,34.0522222,-118.2427778,2013,12,26,21,0,2014,1,10,34.0522222,-118.2427778,2013-12-26,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
FALLBROOK,SAN DIEGO,CA,US,light,60,Red light.,33.3763889,-117.2502778,2013,12,27,20,40,2014,1,10,33.3763889,-117.2502778,2013-12-27,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
SALINAS,MONTEREY,CA,US,light,600,For the past couple of days starting December 22&#44 2013 I have seen a distant object in the sky that moves speratically up&#44 down&#44 side t,36.6777778,-121.6544444,2013,12,27,20,30,2014,1,10,36.6777778,-121.6544444,2013-12-27,2013,4.18,59.1,UFO,439035,2020 Decennial Census
SANTA ROSA,SONOMA,CA,US,formation,8,Diamond formation&#44 two red&#44 two green lights.,38.4405556,-122.7133333,2013,12,27,21,12,2014,1,10,38.4405556,-122.7133333,2013-12-27,2013,10.12,57.5,UFO,488863,2020 Decennial Census
VISTA,SAN DIEGO,CA,US,triangle,600,Low flying triangular objects changing colors 10 minutes apart San Diego North County.,33.2,-117.2416667,2013,12,27,19,12,2014,1,10,33.2,-117.2416667,2013-12-27,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
LOS GATOS,SANTA CLARA,CA,US,flash,2,Bright blue flash seen speeding across the night sky from the left to the right.,37.2266667,-121.9736111,2013,12,28,21,0,2014,1,10,37.2266667,-121.9736111,2013-12-28,2013,5.12,58.9,UFO,1936259,2020 Decennial Census
MAYWOOD,LOS ANGELES,CA,US,formation,1800,Formation Flight of UFOs.,33.9866667,-118.1844444,2013,12,28,21,0,2014,1,10,33.9866667,-118.1844444,2013-12-28,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
MODESTO,STANISLAUS,CA,US,sphere,300,Saw 4 red glowing spheres floating upward and then flying East until they disappeared.,37.6391667,-120.9958333,2013,12,28,19,15,2014,1,10,37.6391667,-120.9958333,2013-12-28,2013,4.37,61.9,UFO,552878,2020 Decennial Census
MORENO VALLEY,RIVERSIDE,CA,US,light,5,Flash of light.,33.9375,-117.2297222,2013,12,28,4,53,2014,1,10,33.9375,-117.2297222,2013-12-28,2013,4.87,68.9,UFO,2418185,2020 Decennial Census
STUDIO CITY,NA,CA,US,circle,60,Two red circles in Studio City.,34.1486111,-118.3955556,2013,12,28,20,0,2014,1,10,34.1486111,-118.3955556,2013-12-28,2013,NA,NA,UFO,NA,NA
SAN DIEGO,SAN DIEGO,CA,US,circle,300,My son&#44 his friends&#44 and I saw three bright lights hovering in the sky which then came together to form a triangular shape.,32.7152778,-117.1563889,2013,12,30,19,0,2014,1,10,32.7152778,-117.1563889,2013-12-30,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,fireball,600,Fireballs over San Diego.,32.7152778,-117.1563889,2013,12,30,18,30,2014,2,21,32.7152778,-117.1563889,2013-12-30,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,fireball,300,Three lights appearing separately looked like rockets or comets coming down.,32.7152778,-117.1563889,2013,12,30,19,15,2014,1,10,32.7152778,-117.1563889,2013-12-30,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
AUBURN,PLACER,CA,US,circle,180,Illuminated large spher object&#44 completely silent&#44 sighted over Auburn&#44 CA December 31&#44 7:58pm. Not fireworks..and we don&#39t drink&#33,38.8966667,-121.0758333,2013,12,31,19,58,2014,1,10,38.8966667,-121.0758333,2013-12-31,2013,14.6,54.6,UFO,404739,2020 Decennial Census
FALLBROOK,SAN DIEGO,CA,US,circle,180,Intense slow moving white light&#44 size of medicine ball: no noise&#44 no trail.,33.3763889,-117.2502778,2013,12,31,20,0,2014,1,10,33.3763889,-117.2502778,2013-12-31,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
HESPERIA,SAN BERNARDINO,CA,US,light,600,Bright orange lights in the sky.,34.4263889,-117.3,2013,12,31,21,30,2014,2,14,34.4263889,-117.3,2013-12-31,2013,4.37,67,UFO,2181654,2020 Decennial Census
LA JOLLA,SAN DIEGO,CA,US,light,360,Orange balloon-like fireballs traveling upwards and slightly south from the Pacific Ocean and disappearing.,32.8472222,-117.2733333,2013,12,31,20,40,2014,1,10,32.8472222,-117.2733333,2013-12-31,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
PACIFICA,SAN MATEO,CA,US,light,360,4 orange bright lights appear from the west&#44 hoover and then they all dissapear.,37.6138889,-122.4858333,2013,12,31,18,20,2014,1,10,37.6138889,-122.4858333,2013-12-31,2013,6.19,57.2,UFO,764442,2020 Decennial Census
PALM DESERT,RIVERSIDE,CA,US,diamond,600,Reddish/Orange &quot;Top&quot; shaped flashing spacecraft 12-31-13&#44 Palm Desert&#44 CA.,33.7222222,-116.3736111,2013,12,31,21,15,2014,1,10,33.7222222,-116.3736111,2013-12-31,2013,4.87,68.9,UFO,2418185,2020 Decennial Census
PLEASANTON,ALAMEDA,CA,US,unknown,45,Orange glow.,37.6625,-121.8736111,2013,12,31,19,55,2014,1,10,37.6625,-121.8736111,2013-12-31,2013,5.08,59.5,UFO,1682353,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,chevron,30,Firey object crossed the sky.,32.7152778,-117.1563889,2013,12,31,19,2,2014,1,10,32.7152778,-117.1563889,2013-12-31,2013,7.86,63.4,UFO,3298634,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,light,180,A group of tiny fiery red star-sized lights.,37.775,-122.4183333,2013,12,31,23,55,2014,1,10,37.775,-122.4183333,2013-12-31,2013,6.21,57.1,UFO,873965,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,sphere,900,5 pink/orange lights rising over Bernal Hill in San Francisco.,37.775,-122.4183333,2013,12,31,23,50,2014,1,10,37.775,-122.4183333,2013-12-31,2013,6.21,57.1,UFO,873965,2020 Decennial Census
SANTA BARBARA,SANTA BARBARA,CA,US,light,30,Orange ball of light.,34.4208333,-119.6972222,2013,12,31,21,50,2014,1,10,34.4208333,-119.6972222,2013-12-31,2013,3.94,59,UFO,448229,2020 Decennial Census
SANTA CRUZ,SANTA CRUZ,CA,US,fireball,300,Reddish/Orange ball of light seen over Monterey Bay.,36.9741667,-122.0297222,2013,12,31,19,30,2014,1,10,36.9741667,-122.0297222,2013-12-31,2013,6.07,58,UFO,270861,2020 Decennial Census
SEBASTOPOL,SONOMA,CA,US,light,600,Unusually bright orange oblong blip in low western sky similar to Mars sighting but much brighter and slightly elongated.,38.4022222,-122.8227778,2013,12,31,18,10,2014,1,10,38.4022222,-122.8227778,2013-12-31,2013,10.12,57.5,UFO,488863,2020 Decennial Census
SOUTH EL MONTE,LOS ANGELES,CA,US,sphere,300,Abnormal red sphere moving fast stoping and fading away into nothing.,34.051944399999996,-118.0458333,2013,12,31,22,30,2014,1,10,34.051944399999996,-118.0458333,2013-12-31,2013,4.95,62.8,UFO,10014009,2020 Decennial Census
STOCKTON,SAN JOAQUIN,CA,US,formation,300,Stockton UFO 2014.,37.9577778,-121.2897222,2013,12,31,23,30,2014,1,10,37.9577778,-121.2897222,2013-12-31,2013,5.06,62.2,UFO,779233,2020 Decennial Census
