City,County,Location.State,Location.Country,Data.Shape,Data.Encounter.duration,Data.Description.excerpt,Location.Coordinates.Latitude,Location.Coordinates.Longitude,Dates.Sighted.Year,Dates.Sighted.Month,Date.Sighted.Day,Dates.Sighted.Hour,Dates.Sighted.Minute,Dates.Documented.Year,Dates.Documented.Month,Dates.Documented.Day,lat,lon,sighted_date,year,Avg_Precip_Month_County,Avg_Temp_Month_County,sighting_type,population,data_source
SAN DIEGO,SAN DIEGO,CA,US,fireball,300,Red light/fireball ascending over San Diego for 5 minutes.,32.7152778,-117.1563889,2013,9,29,20,15,2013,9,30,32.7152778,-117.1563889,2013-09-29,2013,5.56,65.2,UFO,3298634,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,circle,30,There was a metal looking star hovering several miles s/w of Bakersfield&#44 Ca. my friend&#44 girlfriend&#44 and i were driving to the park an,35.3733333,-119.0177778,2013,10,1,7,40,2013,10,3,35.3733333,-119.0177778,2013-10-01,2013,2.5,65.4,UFO,909235,2020 Decennial Census
LA HABRA,ORANGE,CA,US,circle,10,Circled shape object vanishes near La Habra&#44 CA.,33.9319444,-117.9452778,2013,10,2,19,15,2013,10,3,33.9319444,-117.9452778,2013-10-02,2013,3.19,65.1,UFO,3186989,2020 Decennial Census
SAN FRANCISCO,SAN FRANCISCO,CA,US,sphere,900,Whitish/metallic sphere high in the sky over San Francisco CA.,37.775,-122.4183333,2013,10,2,11,45,2013,10,14,37.775,-122.4183333,2013-10-02,2013,4.36,57.9,UFO,873965,2020 Decennial Census
DIAMOND SPRINGS,EL DORADO,CA,US,circle,600,Orange balls are everywhere.,38.6947222,-120.8138889,2013,10,3,23,0,2014,2,14,38.6947222,-120.8138889,2013-10-03,2013,13.2,56.9,UFO,191185,2020 Decennial Census
FOWLER,FRESNO,CA,US,rectangle,600,Hovered solid black square/rectangle shaped object had no sound and no lights.,36.6305556,-119.6775,2013,10,4,13,0,2013,10,14,36.6305556,-119.6775,2013-10-04,2013,4.41,59,UFO,1008654,2020 Decennial Census
APTOS,SANTA CRUZ,CA,US,disk,120,Disc shaped object with multi-colored light array on bottom observed in Santa Cruz County&#44 CA.,36.9772222,-121.8983333,2013,10,5,21,30,2013,10,14,36.9772222,-121.8983333,2013-10-05,2013,4.57,59.1,UFO,270861,2020 Decennial Census
ENCINITAS,SAN DIEGO,CA,US,circle,120,Glowing/pulsating orange light&#44 moving quickly &amp; erratically in San Diego&#44 CA.,33.0369444,-117.2911111,2013,10,5,21,20,2013,10,14,33.0369444,-117.2911111,2013-10-05,2013,6.61,65,UFO,3298634,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,oval,1500,2nd time witnessing two unidentified flying objects in Los Angeles,34.0522222,-118.2427778,2013,10,6,17,35,2013,10,14,34.0522222,-118.2427778,2013-10-06,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
TORRANCE,LOS ANGELES,CA,US,sphere,600,I was driving in Carson Street&#44 Torrance&#44 California around 5PM&#44 sky was bright and clear. I noticed up ahead a bright two spheres fly,33.8358333,-118.3397222,2013,10,6,17,0,2013,10,14,33.8358333,-118.3397222,2013-10-06,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
OLD STATION,SHASTA,CA,US,triangle,300,Triangle shaped low flying quiet slow with lights with red center lights.,40.6752778,-121.4297222,2013,10,7,21,0,2013,10,23,40.6752778,-121.4297222,2013-10-07,2013,12.7,58.5,UFO,182155,2020 Decennial Census
REDONDO BEACH,LOS ANGELES,CA,US,oval,180,Possible UFO over Redondo Beach trench?,33.8491667,-118.3875,2013,10,8,8,0,2013,10,14,33.8491667,-118.3875,2013-10-08,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
ORANGEVALE,SACRAMENTO,CA,US,fireball,600,8 Orange Fireballs In sky,38.6786111,-121.2247222,2013,10,12,23,28,2013,11,11,38.6786111,-121.2247222,2013-10-12,2013,4.96,64.9,UFO,1585055,2020 Decennial Census
OAKLAND,ALAMEDA,CA,US,light,300,Intense&#44 stationary bright light in SF Bay Area sky.,37.8044444,-122.2697222,2013,10,14,19,15,2013,10,23,37.8044444,-122.2697222,2013-10-14,2013,3.34,61.1,UFO,1682353,2020 Decennial Census
POINT ARENA,MENDOCINO,CA,US,triangle,900,2 very different incidences a week apart&#44 triangler (tonight)&#44 and very bright far away organish glow.(10/9/2013),38.9088889,-123.6919444,2013,10,14,20,30,2013,10,23,38.9088889,-123.6919444,2013-10-14,2013,12.79,57.6,UFO,91601,2020 Decennial Census
FREMONT,ALAMEDA,CA,US,other,120,Star-like shaped with a glowing red center&#44slow moving...at a helicopters height in the air.,37.5483333,-121.9875,2013,10,15,6,20,2013,10,23,37.5483333,-121.9875,2013-10-15,2013,3.34,61.1,UFO,1682353,2020 Decennial Census
RESEDA,NA,CA,US,sphere,0.5,Green laser ball spontaneously appears at elevation of low-flying airplane&#44 then almost zips away into black sky.,34.2011111,-118.5355556,2013,10,15,20,35,2013,10,23,34.2011111,-118.5355556,2013-10-15,2013,NA,NA,UFO,NA,NA
SACRAMENTO,SACRAMENTO,CA,US,light,240,Orange orb drops flashing orbs over sky in Sacramento then disappears.,38.5816667,-121.4933333,2013,10,15,22,30,2013,10,23,38.5816667,-121.4933333,2013-10-15,2013,4.96,64.9,UFO,1585055,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,circle,60,2 orb-like craft witnessed over Carmichael area of Sacramento.,38.5816667,-121.4933333,2013,10,16,20,23,2013,10,23,38.5816667,-121.4933333,2013-10-16,2013,4.96,64.9,UFO,1585055,2020 Decennial Census
LAKESIDE,SAN DIEGO,CA,US,circle,600,Bright lights in early morning sky in eastern San Diego County.,32.8572222,-116.9213889,2013,10,17,6,45,2013,10,23,32.8572222,-116.9213889,2013-10-17,2013,6.61,65,UFO,3298634,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,other,5,Object&#44 large in nature&#44 with a bright white light tail entering the atmosphere in California.,37.3394444,-121.8938889,2013,10,17,7,0,2013,10,23,37.3394444,-121.8938889,2013-10-17,2013,3.71,60.5,UFO,1936259,2020 Decennial Census
VISTA,SAN DIEGO,CA,US,oval,1200,I saw unidentified lights in the night sky.,33.2,-117.2416667,2013,10,17,23,0,2013,10,23,33.2,-117.2416667,2013-10-17,2013,6.61,65,UFO,3298634,2020 Decennial Census
ANTELOPE,SACRAMENTO,CA,US,cylinder,600,On 10/18/13 at 19:00 we (adult and 2 teenagers) noticed a red/orange glowing cylinder object due west from our upstairs bedroom window.,38.7083333,-121.3288889,2013,10,18,19,0,2013,10,23,38.7083333,-121.3288889,2013-10-18,2013,4.96,64.9,UFO,1585055,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,disk,1560,Disk shape object with lights in the sky over LA,34.0522222,-118.2427778,2013,10,19,13,13,2013,10,23,34.0522222,-118.2427778,2013-10-19,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
PALM DESERT,RIVERSIDE,CA,US,light,300,2 flickering orange lights seen in sky that disappeared in 5 minutes.,33.7222222,-116.3736111,2013,10,19,21,30,2013,10,23,33.7222222,-116.3736111,2013-10-19,2013,4.04,71.3,UFO,2418185,2020 Decennial Census
STOCKTON,SAN JOAQUIN,CA,US,light,960,10/20/13 UFO sighting in Stockton. .?,37.9577778,-121.2897222,2013,10,20,21,40,2013,10,23,37.9577778,-121.2897222,2013-10-20,2013,3.57,64.5,UFO,779233,2020 Decennial Census
AUBURN,PLACER,CA,US,unknown,60,Lighted object flying fast and low overhead with no sound.,38.8966667,-121.0758333,2013,10,22,21,0,2013,10,23,38.8966667,-121.0758333,2013-10-22,2013,11.9,56.6,UFO,404739,2020 Decennial Census
SAN RAFAEL,MARIN,CA,US,formation,2100,Strange horizontal formation of four to five lights with the remarkably bright gold colored orb the furthest to the right.,37.9736111,-122.53,2013,10,22,21,39,2013,10,23,37.9736111,-122.53,2013-10-22,2013,6.08,57.3,UFO,262321,2020 Decennial Census
CEDARVILLE,MODOC,CA,US,light,1200,Bright glowing&#44spherical&#44 balls of light that dart around the sky with silence an super speed an gracefulness.,41.5291667,-120.1722222,2013,10,23,19,45,2013,11,11,41.5291667,-120.1722222,2013-10-23,2013,9.63,49.3,UFO,8700,2020 Decennial Census
CEDARVILLE,MODOC,CA,US,light,3600,Small red light followed by orange orbs that appeared&#44 multiplied&#44 and disappeared.,41.5291667,-120.1722222,2013,10,24,19,15,2013,11,11,41.5291667,-120.1722222,2013-10-24,2013,9.63,49.3,UFO,8700,2020 Decennial Census
PASADENA,LOS ANGELES,CA,US,fireball,3600,Mass UFO sighting: Pasadena&#44 CA: 4:35pm on December 24&#44 2013.,34.1477778,-118.1436111,2013,10,24,4,45,2014,1,10,34.1477778,-118.1436111,2013-10-24,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
ROSAMOND,KERN,CA,US,formation,9,Witnessed two red steady lights moving west to east in a straight line across night sky. Faster than a plane&#44 but not as quick as a sho,34.8641667,-118.1625,2013,10,24,21,0,2013,11,11,34.8641667,-118.1625,2013-10-24,2013,2.5,65.4,UFO,909235,2020 Decennial Census
BEVERLY HILLS,LOS ANGELES,CA,US,circle,60,Slow moving bright orange fireball appearing somewhat close. Direction unclear&#44 then suddenly disappears.,34.0736111,-118.3994444,2013,10,25,2,15,2013,11,11,34.0736111,-118.3994444,2013-10-25,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
PLAYA DEL REY,NA,CA,US,flash,120,Huge unexplained flashing lights on the sky in Los Angeles near Playa Del Rey,33.9488889,-118.4447222,2013,10,25,22,0,2013,11,11,33.9488889,-118.4447222,2013-10-25,2013,NA,NA,UFO,NA,NA
CALABASAS,LOS ANGELES,CA,US,other,300,Aircraft movements and lights were unlike any known conventionally powered aircraft,34.1577778,-118.6375,2013,10,26,18,50,2013,11,11,34.1577778,-118.6375,2013-10-26,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,rectangle,15,White rectangular rolling object that seemed to billow or create clouds as it flew by. Clouds did not dissipate.,34.0522222,-118.2427778,2013,10,26,2,0,2013,11,11,34.0522222,-118.2427778,2013-10-26,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
PASADENA,LOS ANGELES,CA,US,light,240,6 balls of orange-red lights hovering over Mt. Wilson near San Gabriel Valley.,34.1477778,-118.1436111,2013,10,27,21,45,2013,11,11,34.1477778,-118.1436111,2013-10-27,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,light,30,3 red/orange lights over Sacramento.,38.5816667,-121.4933333,2013,10,29,19,15,2013,11,11,38.5816667,-121.4933333,2013-10-29,2013,4.96,64.9,UFO,1585055,2020 Decennial Census
SANTA CRUZ,SANTA CRUZ,CA,US,circle,10800,I feel this is probably a new satellite of some sort&#44 but would like to have it on record as a sighting.  ((NUFORC Note:  Venus.  PD)),36.9741667,-122.0297222,2013,10,29,18,0,2013,11,11,36.9741667,-122.0297222,2013-10-29,2013,4.57,59.1,UFO,270861,2020 Decennial Census
MODESTO,STANISLAUS,CA,US,flash,60,Stationary blinking white light.,37.6391667,-120.9958333,2013,10,30,21,30,2013,11,11,37.6391667,-120.9958333,2013-10-30,2013,3.12,64.2,UFO,552878,2020 Decennial Census
PALO ALTO,SANTA CLARA,CA,US,disk,120,Disk-shaped object with red/blue/green lights flowing left to right that appeared to stop and become a horizontal bar of light.,37.4419444,-122.1419444,2013,10,30,21,20,2013,11,11,37.4419444,-122.1419444,2013-10-30,2013,3.71,60.5,UFO,1936259,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,fireball,180,Two round orange lights hovering over south San Diego.,32.7152778,-117.1563889,2013,10,30,3,20,2013,11,11,32.7152778,-117.1563889,2013-10-30,2013,6.61,65,UFO,3298634,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,light,240,Have a lot a pics in 2 mins then in one to dots come out.,34.0522222,-118.2427778,2013,10,31,20,7,2013,11,11,34.0522222,-118.2427778,2013-10-31,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,light,5,Green/White light flying towards the ground in San Diego.,32.7152778,-117.1563889,2013,10,31,5,10,2013,11,11,32.7152778,-117.1563889,2013-10-31,2013,6.61,65,UFO,3298634,2020 Decennial Census
SANTA CRUZ,SANTA CRUZ,CA,US,cigar,8,Out of nowhere bright object appears in the sky and arcs downward at lightening speed into the Pacific Ocean,36.9741667,-122.0297222,2013,10,31,20,0,2013,11,11,36.9741667,-122.0297222,2013-10-31,2013,4.57,59.1,UFO,270861,2020 Decennial Census
TORRANCE,LOS ANGELES,CA,US,diamond,10,I was staring up at the sky&#44 clear as a bell I could see planes helicopters and stars the then- this pbect shot right over my house &#44al,33.8358333,-118.3397222,2013,10,31,14,23,2013,11,11,33.8358333,-118.3397222,2013-10-31,2013,3.51,64.4,UFO,10014009,2020 Decennial Census
LAKE ELSINORE,RIVERSIDE,CA,US,other,360,Hundreds of mini stars flying low above the ground.,33.6680556,-117.3263889,2013,11,1,19,32,2013,11,11,33.6680556,-117.3263889,2013-11-01,2013,4.68,70.3,UFO,2418185,2020 Decennial Census
LAKE ELSINORE,RIVERSIDE,CA,US,sphere,600,Hundreds of lights over Lake Elsinore 11/01/2013 7-7:30 pm.,33.6680556,-117.3263889,2013,11,1,19,30,2013,12,2,33.6680556,-117.3263889,2013-11-01,2013,4.68,70.3,UFO,2418185,2020 Decennial Census
ROSEVILLE,PLACER,CA,US,other,9000,Two very slow moving &quot;stars&quot; seen well past sunrise.,38.7522222,-121.2869444,2013,11,1,7,30,2013,11,11,38.7522222,-121.2869444,2013-11-01,2013,13.48,55.9,UFO,404739,2020 Decennial Census
DISCOVERY BAY,NA,CA,US,oval,900,Reddish orange sphere seen by off duty police officer and his family.,37.9086111,-121.5991667,2013,11,2,23,15,2013,11,11,37.9086111,-121.5991667,2013-11-02,2013,NA,NA,UFO,NA,NA
PORT HUENEME,VENTURA,CA,US,light,300,Orange Lights Over Port Heneme&#44 CA.,34.1477778,-119.1941667,2013,11,2,21,5,2013,11,11,34.1477778,-119.1941667,2013-11-02,2013,4.56,60.1,UFO,843843,2020 Decennial Census
SANTA ROSA,SONOMA,CA,US,triangle,15,Small&#44 silent&#44 unlit triangle craft.,38.4405556,-122.7133333,2013,11,2,20,10,2013,11,11,38.4405556,-122.7133333,2013-11-02,2013,9.51,58.4,UFO,488863,2020 Decennial Census
CLEARLAKE,LAKE,CA,US,triangle,360,I and three others saw three triangle objects with lights&#44 silently fly north of my house  in a V formation .,38.9583333,-122.6252778,2013,11,4,20,9,2013,11,11,38.9583333,-122.6252778,2013-11-04,2013,11.73,59.2,UFO,68163,2020 Decennial Census
CLEARLAKE,LAKE,CA,US,triangle,360,I and three others saw three triangle objects with lights&#44 silently fly north of my house  in a V formation .,38.9583333,-122.6252778,2013,11,4,20,9,2013,11,11,38.9583333,-122.6252778,2013-11-04,2013,11.73,59.2,UFO,68163,2020 Decennial Census
ESCONDIDO,SAN DIEGO,CA,US,unknown,480,Saw a craft ejecting red flares over the night sky in Southern California,33.1191667,-117.0855556,2013,11,4,20,4,2013,11,11,33.1191667,-117.0855556,2013-11-04,2013,7.29,64.4,UFO,3298634,2020 Decennial Census
NAPA,NAPA,CA,US,circle,30,Three flying objects in a row&#44 red and green lights.,38.2972222,-122.2844444,2013,11,4,19,0,2013,11,11,38.2972222,-122.2844444,2013-11-04,2013,6.21,61.3,UFO,138019,2020 Decennial Census
WEST OAKLAND,NA,CA,US,changing,1800,One brightly blinking light over Berkeley&#44 CA.  ((NUFORC Note:  Sighting of Capella in the northeast sky?  PD)),37.8044444,-122.2697222,2013,11,4,19,0,2013,11,11,37.8044444,-122.2697222,2013-11-04,2013,NA,NA,UFO,NA,NA
VALLEJO,SOLANO,CA,US,triangle,12,Triangle shaped craft with orange lights flew quickly and silently.,38.1041667,-122.2555556,2013,11,5,19,22,2013,11,11,38.1041667,-122.2555556,2013-11-05,2013,4.62,62.9,UFO,453491,2020 Decennial Census
BONSALL,SAN DIEGO,CA,US,formation,3600,Side by side shaped Psi Psi symbol&#44 horizontally togehter&#44 green&#44 red and white flashing lights.,33.2888889,-117.2247222,2013,11,6,10,0,2013,11,11,33.2888889,-117.2247222,2013-11-06,2013,7.29,64.4,UFO,3298634,2020 Decennial Census
DESERT CENTER,RIVERSIDE,CA,US,light,3,Huge Bright Light covering sky 5 miles east of desert center&#44 8 pm.,33.7125,-115.4013889,2013,11,6,20,0,2013,11,11,33.7125,-115.4013889,2013-11-06,2013,4.68,70.3,UFO,2418185,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,disk,1800,White illuminated disks over east Los Angeles mountains.,34.0522222,-118.2427778,2013,11,6,6,5,2013,11,11,34.0522222,-118.2427778,2013-11-06,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
SAN DIEGO COUNTY,NA,CA,US,fireball,20,San Diego County lit up.,32.7152778,-117.1563889,2013,11,6,19,50,2013,11,11,32.7152778,-117.1563889,2013-11-06,2013,NA,NA,UFO,NA,NA
SAN PEDRO,LOS ANGELES,CA,US,flash,4,Fiery thick wide object flashes from sky towards l.a.harbor.,33.7358333,-118.2913889,2013,11,6,19,30,2013,11,11,33.7358333,-118.2913889,2013-11-06,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
SANTA BARBARA,SANTA BARBARA,CA,US,flash,10,3 circular lights with orange tail &amp; sudden white flash over Santa Barbara.,34.4208333,-119.6972222,2013,11,6,21,49,2013,11,11,34.4208333,-119.6972222,2013-11-06,2013,3.74,59.7,UFO,448229,2020 Decennial Census
WHITTIER,LOS ANGELES,CA,US,light,10,Light moving faster and higher till it disappeared.,33.9791667,-118.0319444,2013,11,6,5,10,2013,11,11,33.9791667,-118.0319444,2013-11-06,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
ANTIOCH,CONTRA COSTA,CA,US,light,1800,20 silent large reddish-orange lights over Antioch California shoot something out the bottom then fly off to the west towards Mt.Diablo,38.005,-121.8047222,2013,11,8,22,0,2013,11,11,38.005,-121.8047222,2013-11-08,2013,4.81,61.8,UFO,1165927,2020 Decennial Census
SANTA MONICA,LOS ANGELES,CA,US,cylinder,30,Silver almost transparent looking objects over Santa Monica&#44 CA 90401.,34.0194444,-118.4902778,2013,11,9,9,45,2013,11,11,34.0194444,-118.4902778,2013-11-09,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
OLIVEHURST,YUBA,CA,US,fireball,300,5 pix of a red ball in the sky.,39.0955556,-121.5511111,2013,11,10,16,30,2013,12,2,39.0955556,-121.5511111,2013-11-10,2013,10.72,62.9,UFO,81575,2020 Decennial Census
BURBANK,LOS ANGELES,CA,US,other,300,Boomerang UFO in Burbank&#44 11/13/13 at 10:30pm.,34.1808333,-118.3080556,2013,11,13,22,30,2013,11,20,34.1808333,-118.3080556,2013-11-13,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
LONG BEACH,LOS ANGELES,CA,US,disk,900,Witnessed two objects in sky during two different occasions flying unnaturally.,33.7669444,-118.1883333,2013,11,13,7,30,2013,11,20,33.7669444,-118.1883333,2013-11-13,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
ROSEVILLE,PLACER,CA,US,circle,600,Bright Orange balls of light in the sky.  Stayed in one place for a few minutes then began moving North until they disappeared.,38.7522222,-121.2869444,2013,11,13,21,15,2013,11,20,38.7522222,-121.2869444,2013-11-13,2013,13.48,55.9,UFO,404739,2020 Decennial Census
SACRAMENTO,SACRAMENTO,CA,US,light,900,Very bright white light with 2 orange lights.,38.5816667,-121.4933333,2013,11,13,17,30,2013,11,20,38.5816667,-121.4933333,2013-11-13,2013,6.02,64.2,UFO,1585055,2020 Decennial Census
OXNARD,VENTURA,CA,US,diamond,30,Diamond shaped&#44 rainbow lights&#44 transparent object.,34.1975,-119.1761111,2013,11,14,18,45,2013,11,20,34.1975,-119.1761111,2013-11-14,2013,4.56,60.1,UFO,843843,2020 Decennial Census
LINCOLN,PLACER,CA,US,sphere,300,Red&#44 blue green lights of one unit observed in patterns back and forth and large circles.,38.8916667,-121.2919444,2013,11,15,21,30,2013,11,20,38.8916667,-121.2919444,2013-11-15,2013,13.48,55.9,UFO,404739,2020 Decennial Census
SPRING VALLEY,SAN DIEGO,CA,US,sphere,15,Orange orb. shot strait up in early morning sky ese.,32.7447222,-116.9980556,2013,11,15,6,0,2014,1,10,32.7447222,-116.9980556,2013-11-15,2013,7.29,64.4,UFO,3298634,2020 Decennial Census
LOS ANGELES,LOS ANGELES,CA,US,fireball,300,Fire ball over major city.,34.0522222,-118.2427778,2013,11,16,1,0,2013,11,20,34.0522222,-118.2427778,2013-11-16,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
RANCHO SANTA MARGARITA,ORANGE,CA,US,light,600,Northwest in front of the foothills of the Santa Ana mountains&#44 my wife and I were on our way to the supermarket when we witnessed five,33.6408333,-117.6022222,2013,11,16,20,30,2013,11,20,33.6408333,-117.6022222,2013-11-16,2013,3.79,64.8,UFO,3186989,2020 Decennial Census
RANCHO SANTA MARGARITA,ORANGE,CA,US,light,600,Northwest in front of the foothills of the Santa Ana mountains&#44 my wife and I were on our way to the supermarket when we witnessed five,33.6408333,-117.6022222,2013,11,16,20,30,2013,11,20,33.6408333,-117.6022222,2013-11-16,2013,3.79,64.8,UFO,3186989,2020 Decennial Census
RANCHO SANTA MARGARITA,ORANGE,CA,US,light,600,Northwest in front of the foothills of the Santa Ana mountains&#44 my wife and I were on our way to the supermarket when we witnessed five,33.6408333,-117.6022222,2013,11,16,20,30,2013,11,20,33.6408333,-117.6022222,2013-11-16,2013,3.79,64.8,UFO,3186989,2020 Decennial Census
SANTA ROSA,SONOMA,CA,US,sphere,120,Low flying orange ball of light moves across northern California.,38.4405556,-122.7133333,2013,11,16,19,30,2013,11,20,38.4405556,-122.7133333,2013-11-16,2013,9.51,58.4,UFO,488863,2020 Decennial Census
YUBA CITY,SUTTER,CA,US,sphere,60,3 orbs over Beale Air Force Base,39.1405556,-121.6158333,2013,11,16,8,25,2013,11,20,39.1405556,-121.6158333,2013-11-16,2013,6.37,65,UFO,99633,2020 Decennial Census
LAGUNA NIGUEL,ORANGE,CA,US,rectangle,600,Three Orange Spheres in a Rectangular  Cluster with a Pulsating Sphere on the Right Side,33.5225,-117.7066667,2013,11,19,19,50,2013,11,20,33.5225,-117.7066667,2013-11-19,2013,3.79,64.8,UFO,3186989,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,fireball,360,Object moving fast&#44 slowed&#44 hovered&#44 then faded away.,32.7152778,-117.1563889,2013,11,19,19,0,2013,12,2,32.7152778,-117.1563889,2013-11-19,2013,7.29,64.4,UFO,3298634,2020 Decennial Census
FRESNO,FRESNO,CA,US,light,180,Rectangle lights over N/E Fesno.,36.7477778,-119.7713889,2013,11,20,10,30,2014,3,27,36.7477778,-119.7713889,2013-11-20,2013,4.78,58.2,UFO,1008654,2020 Decennial Census
HOLLISTER,SAN BENITO,CA,US,triangle,7,Triangular solid blue light flying over South end of Diablo Range in Hollister.,36.8525,-121.4005556,2013,11,20,20,0,2013,12,2,36.8525,-121.4005556,2013-11-20,2013,3.23,60.9,UFO,64209,2020 Decennial Census
POWAY,SAN DIEGO,CA,US,light,10,Blue light which changed to orange travelling fast then disappeared.,32.9627778,-117.035,2013,11,21,19,20,2013,12,2,32.9627778,-117.035,2013-11-21,2013,7.29,64.4,UFO,3298634,2020 Decennial Census
SANTA BARBARA,SANTA BARBARA,CA,US,light,120,3 lights moving north in formation and each light disappeared one at a time.,34.4208333,-119.6972222,2013,11,21,19,0,2013,12,2,34.4208333,-119.6972222,2013-11-21,2013,3.74,59.7,UFO,448229,2020 Decennial Census
SAN DIEGO,SAN DIEGO,CA,US,light,420,Three bright lights moving in unison then splitting up dramatically&#44 later regrouping... power outage 4 hours later.,32.7152778,-117.1563889,2013,11,22,16,8,2013,12,2,32.7152778,-117.1563889,2013-11-22,2013,7.29,64.4,UFO,3298634,2020 Decennial Census
PINOLE,CONTRA COSTA,CA,US,light,3600,I saw what I thought was a star but moving fast from horizon S to N&#44 object zig zgged&#44 looped&#44 changed directions erratically.,38.0044444,-122.2977778,2013,11,23,18,30,2013,12,2,38.0044444,-122.2977778,2013-11-23,2013,4.81,61.8,UFO,1165927,2020 Decennial Census
ANTIOCH,CONTRA COSTA,CA,US,circle,1200,&#9;UFO sighting Antioch CA--4 orange lights.,38.005,-121.8047222,2013,11,24,10,0,2013,12,2,38.005,-121.8047222,2013-11-24,2013,4.81,61.8,UFO,1165927,2020 Decennial Census
BAKERSFIELD,KERN,CA,US,triangle,60,I saw white triangular object with metallic red at the apex.  It was very loud and was travelling north.,35.3733333,-119.0177778,2013,11,24,16,38,2013,12,2,35.3733333,-119.0177778,2013-11-24,2013,3.33,64.4,UFO,909235,2020 Decennial Census
MONROVIA,LOS ANGELES,CA,US,light,180,Multiple lights in the sky.,34.1480556,-117.9980556,2013,11,24,18,28,2013,12,2,34.1480556,-117.9980556,2013-11-24,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
SAN JOSE,SANTA CLARA,CA,US,other,300,Unknown object high in the sky.,37.3394444,-121.8938889,2013,11,24,16,0,2013,12,2,37.3394444,-121.8938889,2013-11-24,2013,4.61,59.9,UFO,1936259,2020 Decennial Census
SAN CLEMENTE,ORANGE,CA,US,light,600,Bizarre color changing moving light.,33.426944399999996,-117.6111111,2013,11,26,17,15,2013,12,2,33.426944399999996,-117.6111111,2013-11-26,2013,3.79,64.8,UFO,3186989,2020 Decennial Census
HOLLISTER,SAN BENITO,CA,US,circle,300,Four multi colored orbs/lights over Hollister CA on 11/27/2013.,36.8525,-121.4005556,2013,11,27,16,0,2013,12,2,36.8525,-121.4005556,2013-11-27,2013,3.23,60.9,UFO,64209,2020 Decennial Census
AZUSA,LOS ANGELES,CA,US,circle,3,Small yellow circular craft&#44 very still&#44 then disappeared very quickly.,34.1336111,-117.9066667,2013,11,28,18,5,2013,12,2,34.1336111,-117.9066667,2013-11-28,2013,4.64,63.8,UFO,10014009,2020 Decennial Census
GILROY,SANTA CLARA,CA,US,light,420,Seven lights in sky over North Gilroy.,37.0058333,-121.5672222,2013,11,28,19,21,2013,12,2,37.0058333,-121.5672222,2013-11-28,2013,4.61,59.9,UFO,1936259,2020 Decennial Census
CARMICHAEL,SACRAMENTO,CA,US,oval,600,The craft was very close: fast; glowing fire red and it could cloack.,38.6172222,-121.3272222,2013,11,29,23,0,2013,12,2,38.6172222,-121.3272222,2013-11-29,2013,6.02,64.2,UFO,1585055,2020 Decennial Census
OAKLEY,CONTRA COSTA,CA,US,fireball,600,7 fireball like objects.,37.9975,-121.7113889,2013,11,30,18,30,2013,12,2,37.9975,-121.7113889,2013-11-30,2013,4.81,61.8,UFO,1165927,2020 Decennial Census
OAKLEY,CONTRA COSTA,CA,US,fireball,600,Four red-orange balls of light seen over Oakley&#44 CA.,37.9975,-121.7113889,2013,11,30,18,30,2013,12,2,37.9975,-121.7113889,2013-11-30,2013,4.81,61.8,UFO,1165927,2020 Decennial Census
SHERMAN OAKS,NA,CA,US,light,10,Pin-point light in SoCal night sky suddenly increases speed until it disappears,34.1511111,-118.4483333,2013,12,1,18,30,2013,12,5,34.1511111,-118.4483333,2013-12-01,2013,NA,NA,UFO,NA,NA
ANTIOCH,CONTRA COSTA,CA,US,circle,56000,((HOAX??))  BIG circular ball of light flashes across sky at a super fast speed.,38.005,-121.8047222,2013,12,2,19,0,2013,12,5,38.005,-121.8047222,2013-12-02,2013,5.27,60.7,UFO,1165927,2020 Decennial Census
